,filepath,type,id,hog_features,glcm_features
1582,../NEU-DET/validation/images\patches\patches_263.jpg,patches,263,[0.24260121 0.05541956 0.12153134 ... 0.08956049 0.22626737 0.08390524],"[2.39125427e+02 3.10309916e+02 1.99397387e+02 2.87993157e+02
 3.87277702e+02 3.10309916e+02 3.44546818e+02 2.87993157e+02
 5.22995536e+02 5.23609369e+02 4.95497551e+02 5.58007859e+02
 7.39512969e+02 6.74263073e+02 6.52112552e+02 8.05642815e+02
 1.15867337e+01 1.32644378e+01 1.05990452e+01 1.27390470e+01
 1.48260859e+01 1.32644378e+01 1.40200505e+01 1.27390470e+01
 1.74216582e+01 1.74641449e+01 1.69435714e+01 1.80274936e+01
 2.08200000e+01 1.99135137e+01 1.94851042e+01 2.18062228e+01
 1.01528748e-01 8.76351791e-02 1.09276202e-01 9.18247844e-02
 7.91959049e-02 8.76351791e-02 8.52825562e-02 9.18247844e-02
 6.57081802e-02 6.68634138e-02 7.04348673e-02 6.46816075e-02
 5.61346929e-02 5.95623661e-02 6.19524534e-02 5.40289547e-02
 1.50602625e-02 1.42341152e-02 1.57493903e-02 1.44562480e-02
 1.34167691e-02 1.42341152e-02 1.37416785e-02 1.44562480e-02
 1.23089180e-02 1.23781252e-02 1.25276402e-02 1.21452468e-02
 1.11554731e-02 1.15786183e-02 1.17131642e-02 1.09786333e-02
 9.66806474e-01 9.57026968e-01 9.72619632e-01 9.60118512e-01
 9.45855639e-01 9.57026968e-01 9.52805171e-01 9.60118512e-01
 9.25747564e-01 9.26781313e-01 9.32458365e-01 9.21967726e-01
 8.91822031e-01 9.04075053e-01 9.11884633e-01 8.85405538e-01]"
454,../NEU-DET/train/images\inclusion\inclusion_76.jpg,inclusion,76,[0.20165346 0.05549894 0.09866377 ... 0.14085379 0.09372123 0.03400805],"[ 6.09874372 10.12623419  6.30439698 10.26294791 14.64742424 10.12623419
 12.32027778 10.26294791 29.28632653 26.3078152  16.13227041 25.48450102
 50.88059896 43.21200446 21.12976563 42.09102987  1.79683417  2.36577359
  1.82967337  2.39158102  2.84085859  2.36577359  2.61497475  2.39158102
  3.9997449   3.81798037  3.00885204  3.75510835  5.28018229  4.90129132
  3.44111979  4.8137953   0.44164662  0.36369196  0.4342237   0.35853692
  0.32189109  0.36369196  0.33758805  0.35853692  0.25220269  0.25910104
  0.30455186  0.26235218  0.20192264  0.20897892  0.27518367  0.21467156
  0.07970953  0.0696458   0.07825961  0.06931936  0.06461084  0.0696458
  0.06642824  0.06931936  0.05652211  0.05719304  0.06261313  0.0575333
  0.05128407  0.05226714  0.05968274  0.05274488  0.9849187   0.97495452
  0.98449698  0.97461556  0.96358784  0.97495452  0.96970286  0.97461556
  0.92645318  0.93426799  0.96032795  0.93632092  0.87003891  0.89040497
  0.94799324  0.89318814]"
289,../NEU-DET/train/images\inclusion\inclusion_143.jpg,inclusion,143,[0.25227653 0.08201948 0.16805872 ... 0.06131059 0.1297772  0.04327397],"[ 3.98932161  5.42450948  2.88374372  5.76889472  9.45426768  5.42450948
  5.50434343  5.76889472 20.81244898 16.81445026  8.68875    16.92573888
 34.98976563 32.23209161 13.89325521 29.42852588  1.33379397  1.65864498
  1.21359296  1.69728037  1.98755051  1.65864498  1.75277778  1.69728037
  2.67734694  2.59218223  2.14808673  2.52511015  3.33158854  3.30983633
  2.51716146  3.05797641  0.53367842  0.45835048  0.54261992  0.45292386
  0.42371354  0.45835048  0.43177776  0.45292386  0.36013489  0.35714145
  0.38255742  0.36804598  0.31798662  0.31439622  0.35458502  0.339529
  0.09040159  0.08010776  0.09106525  0.07944474  0.0759714   0.08010776
  0.0764504   0.07944474  0.06839615  0.06825697  0.07048071  0.06928269
  0.06392193  0.06328918  0.06724838  0.06625153  0.98105049  0.97408838
  0.98630176  0.97243909  0.9548474   0.97408838  0.97379015  0.97243909
  0.89946152  0.91844396  0.95843578  0.91780545  0.82691522  0.84005669
  0.93293121  0.8531632 ]"
1495,../NEU-DET/validation/images\crazing\crazing_296.jpg,crazing,296,[0.22392194 0.16921775 0.15818375 ... 0.10254969 0.16886804 0.11102302],"[4.21041533e+02 5.66991667e+02 3.29791884e+02 4.97217318e+02
 7.42469899e+02 5.66991667e+02 6.24857854e+02 4.97217318e+02
 1.10094296e+03 1.12059424e+03 9.97429260e+02 1.09336937e+03
 1.36368380e+03 1.33621177e+03 1.29401380e+03 1.36484640e+03
 1.60902764e+01 1.87021287e+01 1.42366080e+01 1.74746850e+01
 2.10990404e+01 1.87021287e+01 1.95884091e+01 1.74746850e+01
 2.55196429e+01 2.59182148e+01 2.45384949e+01 2.55500013e+01
 2.85660417e+01 2.83427038e+01 2.78150521e+01 2.86031725e+01
 6.41777411e-02 5.46708979e-02 7.20179288e-02 5.86872949e-02
 5.02720477e-02 5.46708979e-02 5.25020872e-02 5.86872949e-02
 4.03135930e-02 3.99107590e-02 4.24666420e-02 4.12529224e-02
 3.63190752e-02 3.81253942e-02 3.77423000e-02 3.66563651e-02
 1.37367464e-02 1.29866532e-02 1.45035172e-02 1.33138886e-02
 1.24221764e-02 1.29866532e-02 1.27456477e-02 1.33138886e-02
 1.17249988e-02 1.16843755e-02 1.17910001e-02 1.17083589e-02
 1.13766323e-02 1.13813988e-02 1.13723991e-02 1.13614854e-02
 7.96022469e-01 7.25401796e-01 8.40557828e-01 7.59193186e-01
 6.39681102e-01 7.25401796e-01 6.98086345e-01 7.59193186e-01
 4.64038514e-01 4.55772609e-01 5.18599199e-01 4.69090982e-01
 3.28778256e-01 3.48952578e-01 3.77971137e-01 3.35586256e-01]"
176,../NEU-DET/train/images\crazing\crazing_41.jpg,crazing,41,[0.22906012 0.11935612 0.1145882  ... 0.10847693 0.13088812 0.10297151],"[4.10753794e+02 5.82955733e+02 3.90208819e+02 5.71148557e+02
 7.26280025e+02 5.82955733e+02 7.24554167e+02 5.71148557e+02
 1.09106278e+03 1.11365237e+03 1.08634283e+03 1.15729156e+03
 1.33955411e+03 1.30497277e+03 1.24095096e+03 1.30599963e+03
 1.60120854e+01 1.90380546e+01 1.55990201e+01 1.89138153e+01
 2.12815909e+01 1.90380546e+01 2.13207828e+01 1.89138153e+01
 2.61350765e+01 2.64621866e+01 2.61620153e+01 2.69309696e+01
 2.91071875e+01 2.86990382e+01 2.78864323e+01 2.87496546e+01
 6.32180174e-02 5.57826559e-02 6.49670735e-02 5.41792452e-02
 4.81581524e-02 5.57826559e-02 4.87068697e-02 5.41792452e-02
 3.95940457e-02 3.70650281e-02 3.76278486e-02 3.82810084e-02
 3.41862810e-02 3.55950766e-02 3.71153912e-02 3.52211883e-02
 1.44192322e-02 1.34755557e-02 1.45456773e-02 1.34858320e-02
 1.29536717e-02 1.34755557e-02 1.29254700e-02 1.34858320e-02
 1.22034135e-02 1.21865734e-02 1.21564086e-02 1.21242774e-02
 1.19383504e-02 1.19809981e-02 1.20454884e-02 1.19897747e-02
 7.47855280e-01 6.42010358e-01 7.60626143e-01 6.49281834e-01
 5.53817235e-01 6.42010358e-01 5.55684746e-01 6.49281834e-01
 3.29665362e-01 3.15570630e-01 3.34070933e-01 2.88916070e-01
 1.75582660e-01 1.98673920e-01 2.39247462e-01 1.98623597e-01]"
1,../NEU-DET/train/images\crazing\crazing_10.jpg,crazing,10,[0.2468493  0.2468493  0.19115873 ... 0.17338887 0.17869345 0.10107999],"[2.61405729e+02 3.54344158e+02 2.30657337e+02 3.23506856e+02
 4.31898914e+02 3.54344158e+02 4.19950985e+02 3.23506856e+02
 6.22356990e+02 6.71989100e+02 6.37831505e+02 6.64582004e+02
 7.74048854e+02 7.99741710e+02 7.44600469e+02 7.98699038e+02
 1.26630151e+01 1.47090983e+01 1.18386432e+01 1.40604783e+01
 1.62859343e+01 1.47090983e+01 1.60004293e+01 1.40604783e+01
 1.95219898e+01 2.02445567e+01 1.97026786e+01 2.01356129e+01
 2.18256250e+01 2.21847965e+01 2.13198958e+01 2.20732543e+01
 8.19099888e-02 7.07052699e-02 8.64081210e-02 7.21021243e-02
 6.27070976e-02 7.07052699e-02 6.45184357e-02 7.21021243e-02
 5.41684276e-02 5.22802734e-02 5.30466123e-02 5.19830374e-02
 4.88327061e-02 4.72346914e-02 4.94229083e-02 4.72561687e-02
 1.48565143e-02 1.39425754e-02 1.53511419e-02 1.42170818e-02
 1.32932780e-02 1.39425754e-02 1.34148321e-02 1.42170818e-02
 1.23529854e-02 1.22290635e-02 1.22916439e-02 1.22594433e-02
 1.19436038e-02 1.18831958e-02 1.19585987e-02 1.19058688e-02
 8.97405364e-01 8.60724525e-01 9.09653812e-01 8.72839133e-01
 8.30032170e-01 8.60724525e-01 8.35320915e-01 8.72839133e-01
 7.53397737e-01 7.33763539e-01 7.49306213e-01 7.36669925e-01
 6.86938939e-01 6.78490083e-01 7.06749837e-01 6.78734903e-01]"
95,../NEU-DET/train/images\crazing\crazing_185.jpg,crazing,185,[0.23395088 0.15479295 0.13190524 ... 0.0489523  0.03956408 0.04346848],"[3.54899824e+02 5.05910684e+02 3.12782462e+02 4.48383955e+02
 6.12706566e+02 5.05910684e+02 5.81513788e+02 4.48383955e+02
 8.64377679e+02 9.28194104e+02 8.78086888e+02 8.98721997e+02
 1.07600742e+03 1.06596036e+03 1.00096365e+03 1.06778170e+03
 1.49246985e+01 1.77633646e+01 1.40023116e+01 1.67553092e+01
 1.95568687e+01 1.77633646e+01 1.91158586e+01 1.67553092e+01
 2.31842092e+01 2.39884821e+01 2.33895408e+01 2.36579659e+01
 2.59084115e+01 2.57456159e+01 2.49667708e+01 2.57959932e+01
 6.68890171e-02 5.54923829e-02 7.25278885e-02 5.96189982e-02
 5.09773053e-02 5.54923829e-02 5.15191377e-02 5.96189982e-02
 4.32635632e-02 4.30909194e-02 4.39319669e-02 4.33812776e-02
 3.84802590e-02 4.12396056e-02 4.07151130e-02 3.97555844e-02
 1.55899309e-02 1.46281245e-02 1.59968089e-02 1.49332947e-02
 1.41569404e-02 1.46281245e-02 1.42565211e-02 1.49332947e-02
 1.34852619e-02 1.34166695e-02 1.34597818e-02 1.34523393e-02
 1.31572541e-02 1.32167305e-02 1.32608734e-02 1.32285434e-02
 7.39363858e-01 6.27916403e-01 7.70217315e-01 6.70222848e-01
 5.49752511e-01 6.27916403e-01 5.71885377e-01 6.70222848e-01
 3.65046778e-01 3.14103203e-01 3.51418285e-01 3.35863595e-01
 2.14091165e-01 2.11036884e-01 2.59214970e-01 2.09925169e-01]"
823,../NEU-DET/train/images\pitted_surface\pitted_surface_192.jpg,pitted,192,[0.26192633 0.02823652 0.         ... 0.16914208 0.07088365 0.0421171 ],"[2.70822362e+01 3.27748794e+01 2.01049749e+01 4.73257493e+01
 6.91635859e+01 3.27748794e+01 5.38650758e+01 4.73257493e+01
 1.17930051e+02 1.10052977e+02 9.91658673e+01 1.22095725e+02
 1.27362396e+02 1.38389840e+02 1.17966328e+02 1.29351924e+02
 3.92525126e+00 4.37100073e+00 3.40819095e+00 5.19277291e+00
 6.26005051e+00 4.37100073e+00 5.59032828e+00 5.19277291e+00
 8.19428571e+00 8.01875854e+00 7.58795918e+00 8.37571182e+00
 8.71354167e+00 9.12116059e+00 8.22846354e+00 8.71811563e+00
 2.42633556e-01 2.18251051e-01 2.70181331e-01 1.93574248e-01
 1.65487219e-01 2.18251051e-01 1.80525318e-01 1.93574248e-01
 1.29156575e-01 1.29277020e-01 1.35739249e-01 1.25808385e-01
 1.16659818e-01 1.10647853e-01 1.26378380e-01 1.19204347e-01
 3.02089420e-02 2.85262852e-02 3.22303935e-02 2.63838061e-02
 2.41785050e-02 2.85262852e-02 2.53547049e-02 2.63838061e-02
 2.12707609e-02 2.13847504e-02 2.18972970e-02 2.11593038e-02
 2.05303572e-02 2.01567244e-02 2.12324561e-02 2.06731060e-02
 9.80538618e-01 9.76352283e-01 9.85553680e-01 9.65848942e-01
 9.50123944e-01 9.76352283e-01 9.61142401e-01 9.65848942e-01
 9.14552357e-01 9.19480658e-01 9.27866409e-01 9.10579022e-01
 9.07166162e-01 8.96926003e-01 9.12728713e-01 9.03296337e-01]"
1444,../NEU-DET/validation/images\crazing\crazing_245.jpg,crazing,245,[0.21088433 0.0715852  0.23007414 ... 0.07284079 0.05010715 0.06102491],"[3.16977538e+02 4.37253781e+02 2.76231005e+02 4.03009217e+02
 5.62615227e+02 4.37253781e+02 5.23568030e+02 4.03009217e+02
 8.71761276e+02 8.94484243e+02 8.15110026e+02 8.72713237e+02
 1.04582049e+03 1.03845738e+03 9.72307917e+02 1.03980086e+03
 1.39075377e+01 1.62935532e+01 1.29360302e+01 1.56779879e+01
 1.85058333e+01 1.62935532e+01 1.78451010e+01 1.56779879e+01
 2.28621939e+01 2.32160324e+01 2.22302806e+01 2.30145585e+01
 2.51102865e+01 2.49653523e+01 2.41445313e+01 2.51225157e+01
 7.55719668e-02 6.45887475e-02 8.15593061e-02 6.55396035e-02
 5.60946976e-02 6.45887475e-02 5.85359350e-02 6.55396035e-02
 4.71365969e-02 4.65650333e-02 4.62804316e-02 4.71621750e-02
 4.25458907e-02 4.29747580e-02 4.33668997e-02 4.20589106e-02
 1.34142503e-02 1.25467962e-02 1.38980613e-02 1.27712030e-02
 1.18809978e-02 1.25467962e-02 1.20680785e-02 1.27712030e-02
 1.09756004e-02 1.09474297e-02 1.10759537e-02 1.09810534e-02
 1.06773215e-02 1.06811139e-02 1.07350908e-02 1.06157430e-02
 8.87417517e-01 8.44539275e-01 9.02284735e-01 8.56722872e-01
 7.99078332e-01 8.44539275e-01 8.14592123e-01 8.56722872e-01
 6.85282492e-01 6.77663751e-01 7.10765542e-01 6.85600865e-01
 6.13616702e-01 6.19084014e-01 6.53654176e-01 6.18274883e-01]"
403,../NEU-DET/train/images\inclusion\inclusion_3.jpg,inclusion,3,[0.22921014 0.22921014 0.20074757 ... 0.23855309 0.15397769 0.02931895],"[ 7.43866834 10.16173834  4.55414573  9.80371708 19.68348485 10.16173834
  9.28065657  9.80371708 42.43408163 36.51271612 14.84403061 33.67252441
 58.24984375 55.31674461 24.46411458 55.88394091  1.71389447  2.14183985
  1.55163317  2.15840509  2.64358586  2.14183985  2.26348485  2.15840509
  3.60255102  3.45270427  2.70647959  3.39763972  4.35885417  4.14499415
  3.09359375  4.15410777  0.48512596  0.4070877   0.47787266  0.39922723
  0.37240076  0.4070877   0.36974878  0.39922723  0.30817014  0.31264078
  0.33517646  0.31195728  0.26338092  0.27742628  0.31993829  0.28109784
  0.08925261  0.07915147  0.08808742  0.07831898  0.07507586  0.07915147
  0.07440488  0.07831898  0.06773681  0.06785633  0.06994493  0.06784817
  0.06350788  0.06440027  0.06811703  0.06441693  0.97175913  0.9614471
  0.98284097  0.96280592  0.92475458  0.9614471   0.96505743  0.96280592
  0.83542415  0.85973688  0.94418135  0.87063043  0.76691794  0.78315815
  0.90831601  0.78078514]"
1588,../NEU-DET/validation/images\patches\patches_269.jpg,patches,269,[0.25308945 0.11438918 0.05174719 ... 0.08026062 0.20235447 0.12157833],"[2.92405829e+02 3.92684276e+02 2.36777412e+02 3.40711295e+02
 5.09811439e+02 3.92684276e+02 4.21240581e+02 3.40711295e+02
 7.74023291e+02 7.55239223e+02 6.26859235e+02 7.48450050e+02
 1.29920331e+03 1.18887222e+03 8.31690260e+02 1.13796278e+03
 1.28535678e+01 1.49620464e+01 1.15727889e+01 1.39192950e+01
 1.70458838e+01 1.49620464e+01 1.55238636e+01 1.39192950e+01
 2.11716071e+01 2.09931459e+01 1.90814796e+01 2.08226442e+01
 2.76060156e+01 2.64590020e+01 2.21348438e+01 2.58487884e+01
 9.25846742e-02 7.88744183e-02 9.87306487e-02 8.72908601e-02
 7.08592912e-02 7.88744183e-02 7.76175158e-02 8.72908601e-02
 5.70696011e-02 5.45193406e-02 6.05810146e-02 5.62425850e-02
 4.34079813e-02 4.41630366e-02 5.31434309e-02 4.51933899e-02
 1.33333544e-02 1.24334458e-02 1.39843703e-02 1.28822499e-02
 1.17154845e-02 1.24334458e-02 1.22334998e-02 1.28822499e-02
 1.05128353e-02 1.05371387e-02 1.10001497e-02 1.06315933e-02
 9.37648281e-03 9.51691801e-03 1.02514072e-02 9.64664921e-03
 9.65575869e-01 9.53789215e-01 9.72147994e-01 9.59903981e-01
 9.39972995e-01 9.53789215e-01 9.50454712e-01 9.59903981e-01
 9.08893041e-01 9.11146475e-01 9.26295664e-01 9.11930095e-01
 8.47517451e-01 8.60374283e-01 9.02126102e-01 8.66246674e-01]"
734,../NEU-DET/train/images\pitted_surface\pitted_surface_111.jpg,pitted,111,[0.23860083 0.17370248 0.10478754 ... 0.05126526 0.06667293 0.13917757],"[2.30295729e+01 3.32590844e+01 1.50222111e+01 2.75933436e+01
 4.94034596e+01 3.32590844e+01 3.46425505e+01 2.75933436e+01
 6.85673214e+01 6.69083460e+01 5.58114796e+01 6.77886315e+01
 7.18903646e+01 7.50332395e+01 8.15407813e+01 8.83759167e+01
 3.55128141e+00 4.27486680e+00 2.87693467e+00 3.92096159e+00
 5.19376263e+00 4.27486680e+00 4.39694444e+00 3.92096159e+00
 6.15456633e+00 6.11363344e+00 5.65448980e+00 6.22255147e+00
 6.38552083e+00 6.60349134e+00 7.12635417e+00 7.35652035e+00
 2.70837527e-01 2.31977747e-01 3.14055100e-01 2.48131320e-01
 1.99438767e-01 2.31977747e-01 2.24569313e-01 2.48131320e-01
 1.73240140e-01 1.70670848e-01 1.77073428e-01 1.64406499e-01
 1.64278305e-01 1.54537616e-01 1.31407074e-01 1.32120753e-01
 3.01005182e-02 2.73708155e-02 3.30400004e-02 2.84041197e-02
 2.50562638e-02 2.73708155e-02 2.69050577e-02 2.84041197e-02
 2.32490279e-02 2.30973045e-02 2.37931582e-02 2.28466903e-02
 2.27925661e-02 2.19934807e-02 2.09966580e-02 2.07864881e-02
 9.91622441e-01 9.87832702e-01 9.94504676e-01 9.89905812e-01
 9.82027904e-01 9.87832702e-01 9.87253803e-01 9.89905812e-01
 9.75052952e-01 9.75232031e-01 9.79221144e-01 9.74916590e-01
 9.73779291e-01 9.71658663e-01 9.68882792e-01 9.66675118e-01]"
164,../NEU-DET/train/images\crazing\crazing_30.jpg,crazing,30,[0.22946042 0.06096075 0.08521769 ... 0.20018025 0.0661814  0.09425856],"[3.29630176e+02 4.53110275e+02 2.70120628e+02 4.02852302e+02
 5.82566692e+02 4.53110275e+02 5.10003838e+02 4.02852302e+02
 8.46758036e+02 8.47810224e+02 7.70639133e+02 8.23736762e+02
 9.86940104e+02 9.77920449e+02 9.03229922e+02 9.79415958e+02
 1.41594724e+01 1.66363981e+01 1.28742462e+01 1.57093003e+01
 1.87539141e+01 1.66363981e+01 1.76452525e+01 1.57093003e+01
 2.25045153e+01 2.24011183e+01 2.16831122e+01 2.23488881e+01
 2.44215104e+01 2.43048145e+01 2.32778385e+01 2.44044798e+01
 7.36304562e-02 6.20109738e-02 7.89617621e-02 6.50926594e-02
 5.62165003e-02 6.20109738e-02 5.76897278e-02 6.50926594e-02
 4.68154157e-02 4.65675619e-02 4.78952606e-02 4.69650203e-02
 4.16050067e-02 4.29215957e-02 4.54055879e-02 4.26139117e-02
 1.46805177e-02 1.36912744e-02 1.52324004e-02 1.40314744e-02
 1.31113631e-02 1.36912744e-02 1.33348637e-02 1.40314744e-02
 1.23124069e-02 1.23210559e-02 1.23142303e-02 1.22788842e-02
 1.20997806e-02 1.20427837e-02 1.20170230e-02 1.20018394e-02
 8.29899745e-01 7.66676296e-01 8.61877076e-01 7.92568288e-01
 6.97065247e-01 7.66676296e-01 7.39614472e-01 7.92568288e-01
 5.53422671e-01 5.58411781e-01 6.08015249e-01 5.71059291e-01
 4.65471655e-01 4.82958164e-01 5.43760611e-01 4.82522112e-01]"
1340,../NEU-DET/train/images\scratches\scratches_225.jpg,scratches,225,[0.22992531 0.09120817 0.2117328  ... 0.18780622 0.04560314 0.06361942],"[3.70738945e+01 4.12670387e+01 6.52304020e+00 4.06422313e+01
 9.63984596e+01 4.12670387e+01 1.67048485e+01 4.06422313e+01
 1.65408495e+02 1.42893530e+02 3.49464031e+01 1.47373367e+02
 2.02307396e+02 1.90526251e+02 6.50540365e+01 1.93028855e+02
 3.00369347e+00 3.42390344e+00 1.69319095e+00 3.28529583e+00
 4.75123737e+00 3.42390344e+00 2.61373737e+00 3.28529583e+00
 6.29247449e+00 5.98204025e+00 3.46099490e+00 5.94101884e+00
 7.23833333e+00 7.01450739e+00 4.44346354e+00 7.10909767e+00
 3.88180059e-01 3.36000261e-01 4.62384654e-01 3.47753452e-01
 2.86132733e-01 3.36000261e-01 3.51027750e-01 3.47753452e-01
 2.28933472e-01 2.39054872e-01 3.00274129e-01 2.41826535e-01
 1.99374790e-01 2.03014486e-01 2.58608795e-01 2.02618017e-01
 7.77738870e-02 7.06618634e-02 8.72700400e-02 7.26608881e-02
 6.39444054e-02 7.06618634e-02 7.21196847e-02 7.26608881e-02
 5.65767299e-02 5.79755641e-02 6.54263358e-02 5.83115495e-02
 5.37178673e-02 5.45637209e-02 6.03703941e-02 5.36414220e-02
 8.97742693e-01 8.86181725e-01 9.82138352e-01 8.87961447e-01
 7.29896923e-01 8.86181725e-01 9.54252837e-01 8.87961447e-01
 5.16538808e-01 5.88824743e-01 9.04195099e-01 5.77208379e-01
 3.88352147e-01 4.24840433e-01 8.20726072e-01 4.20493951e-01]"
1542,../NEU-DET/validation/images\inclusion\inclusion_283.jpg,inclusion,283,[0.18497029 0.20034712 0.17209542 ... 0.11985092 0.15161964 0.15580734],"[1.87938945e+01 2.49167193e+01 1.12945729e+01 2.75280170e+01
 4.98874495e+01 2.49167193e+01 2.49336616e+01 2.75280170e+01
 1.04299745e+02 8.87515009e+01 4.52632908e+01 8.87021052e+01
 1.70994427e+02 1.51110054e+02 7.00333073e+01 1.46645791e+02
 3.04932161e+00 3.65902376e+00 2.52929648e+00 3.84836242e+00
 4.93699495e+00 3.65902376e+00 3.74967172e+00 3.84836242e+00
 7.14515306e+00 6.69440078e+00 4.91997449e+00 6.71122678e+00
 9.39614583e+00 8.78621533e+00 6.06184896e+00 8.67735679e+00
 3.22042233e-01 2.65175148e-01 3.40205946e-01 2.56785299e-01
 2.26737159e-01 2.65175148e-01 2.51889978e-01 2.56785299e-01
 1.68289591e-01 1.71482785e-01 2.09268938e-01 1.72625697e-01
 1.27035451e-01 1.37947789e-01 1.80712254e-01 1.35330588e-01
 5.09697256e-02 4.55643565e-02 5.31885810e-02 4.45184404e-02
 4.08295461e-02 4.55643565e-02 4.43230414e-02 4.45184404e-02
 3.45639260e-02 3.51111901e-02 3.92797587e-02 3.49717837e-02
 3.05910672e-02 3.13102607e-02 3.59751181e-02 3.13746984e-02
 9.65275285e-01 9.54009393e-01 9.79469098e-01 9.49191841e-01
 9.06746909e-01 9.54009393e-01 9.54712635e-01 9.49191841e-01
 8.02176259e-01 8.33114309e-01 9.17971436e-01 8.33246208e-01
 6.69837904e-01 7.12864347e-01 8.73637657e-01 7.21568959e-01]"
1622,../NEU-DET/validation/images\pitted_surface\pitted_surface_243.jpg,pitted,243,[0.25811198 0.25811198 0.16060404 ... 0.00429402 0.10077386 0.15544845],"[7.99845477e+01 1.34926820e+02 5.85134673e+01 9.84540794e+01
 1.98953788e+02 1.34926820e+02 1.47124975e+02 9.84540794e+01
 2.76076786e+02 2.68056739e+02 2.31782015e+02 2.61236028e+02
 2.74678047e+02 2.82040068e+02 2.58243568e+02 2.87032522e+02
 7.09891960e+00 9.22337820e+00 6.04834171e+00 7.85853893e+00
 1.12251515e+01 9.22337820e+00 9.59325758e+00 7.85853893e+00
 1.31843878e+01 1.29888428e+01 1.20381378e+01 1.28116416e+01
 1.32158594e+01 1.33392497e+01 1.27204948e+01 1.35185461e+01
 1.33155396e-01 1.05159478e-01 1.56192505e-01 1.21674679e-01
 8.73924044e-02 1.05159478e-01 1.01644313e-01 1.21674679e-01
 7.57713234e-02 7.54274310e-02 8.19659618e-02 7.55171507e-02
 7.27652951e-02 7.41850093e-02 7.84981745e-02 7.23900386e-02
 2.42159378e-02 2.15194017e-02 2.61167640e-02 2.31806276e-02
 1.99189048e-02 2.15194017e-02 2.11728081e-02 2.31806276e-02
 1.88267726e-02 1.89179300e-02 1.93258359e-02 1.89831930e-02
 1.88892579e-02 1.88742326e-02 1.89870629e-02 1.87971998e-02
 8.98755381e-01 8.28956602e-01 9.26420676e-01 8.75210684e-01
 7.46084936e-01 8.28956602e-01 8.14687337e-01 8.75210684e-01
 6.41382106e-01 6.52870399e-01 7.06961620e-01 6.62217446e-01
 6.32636221e-01 6.23129511e-01 6.72307818e-01 6.19014080e-01]"
1389,../NEU-DET/train/images\scratches\scratches_53.jpg,scratches,53,[0.24258273 0.2229987  0.0875459  ... 0.02171171 0.11533915 0.05655477],"[3.95053266e+01 5.07637938e+01 1.71232663e+01 4.97014217e+01
 9.81942172e+01 5.07637938e+01 2.94470707e+01 4.97014217e+01
 1.77230638e+02 1.51240460e+02 3.10511990e+01 1.46016053e+02
 3.61133854e+02 2.71925072e+02 3.48473438e+01 2.59887554e+02
 3.78477387e+00 4.38663165e+00 2.81175879e+00 4.35539507e+00
 5.59755051e+00 4.38663165e+00 3.70898990e+00 4.35539507e+00
 7.24390306e+00 6.87873947e+00 3.90737245e+00 6.78757505e+00
 9.50677083e+00 8.43692210e+00 4.16666667e+00 8.32909980e+00
 3.02620329e-01 2.61283464e-01 3.32198087e-01 2.62801780e-01
 2.43669052e-01 2.61283464e-01 2.65485144e-01 2.62801780e-01
 2.13780249e-01 2.13842558e-01 2.48641104e-01 2.14700174e-01
 1.93490350e-01 1.96793790e-01 2.35210149e-01 1.95576489e-01
 6.64450098e-02 6.15094308e-02 6.91852706e-02 6.14545528e-02
 5.92305960e-02 6.15094308e-02 6.11038454e-02 6.14545528e-02
 5.63925521e-02 5.64119606e-02 5.92599652e-02 5.62572954e-02
 5.46292441e-02 5.47878917e-02 5.79027338e-02 5.46301334e-02
 9.47316852e-01 9.32289613e-01 9.77120482e-01 9.33705982e-01
 8.69280180e-01 9.32289613e-01 9.60632543e-01 9.33705982e-01
 7.64793979e-01 7.98653838e-01 9.58450900e-01 8.05596213e-01
 5.23854905e-01 6.39493838e-01 9.53329025e-01 6.55407749e-01]"
