,filepath,type,id
1128,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_34.jpg,rolled-in,34
1129,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_35.jpg,rolled-in,35
1130,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_36.jpg,rolled-in,36
1131,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_37.jpg,rolled-in,37
1132,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_38.jpg,rolled-in,38
1133,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_39.jpg,rolled-in,39
1134,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_4.jpg,rolled-in,4
1135,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_40.jpg,rolled-in,40
1136,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_41.jpg,rolled-in,41
1137,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_42.jpg,rolled-in,42
1138,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_43.jpg,rolled-in,43
1139,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_44.jpg,rolled-in,44
1140,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_45.jpg,rolled-in,45
1141,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_46.jpg,rolled-in,46
1142,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_47.jpg,rolled-in,47
1143,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_48.jpg,rolled-in,48
1144,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_49.jpg,rolled-in,49
1145,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_5.jpg,rolled-in,5
1146,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_50.jpg,rolled-in,50
1147,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_51.jpg,rolled-in,51
1148,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_52.jpg,rolled-in,52
1149,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_53.jpg,rolled-in,53
1150,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_54.jpg,rolled-in,54
1151,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_55.jpg,rolled-in,55
1152,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_56.jpg,rolled-in,56
1153,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_57.jpg,rolled-in,57
1154,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_58.jpg,rolled-in,58
1155,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_59.jpg,rolled-in,59
1156,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_6.jpg,rolled-in,6
1157,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_60.jpg,rolled-in,60
1158,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_61.jpg,rolled-in,61
1159,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_62.jpg,rolled-in,62
1160,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_63.jpg,rolled-in,63
1161,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_64.jpg,rolled-in,64
1162,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_65.jpg,rolled-in,65
1163,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_66.jpg,rolled-in,66
1164,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_67.jpg,rolled-in,67
1165,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_68.jpg,rolled-in,68
1166,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_69.jpg,rolled-in,69
1167,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_7.jpg,rolled-in,7
1168,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_70.jpg,rolled-in,70
1169,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_71.jpg,rolled-in,71
1170,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_72.jpg,rolled-in,72
1171,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_73.jpg,rolled-in,73
1172,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_74.jpg,rolled-in,74
1173,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_75.jpg,rolled-in,75
1174,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_76.jpg,rolled-in,76
1175,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_77.jpg,rolled-in,77
1176,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_78.jpg,rolled-in,78
1177,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_79.jpg,rolled-in,79
1178,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_8.jpg,rolled-in,8
1179,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_80.jpg,rolled-in,80
1180,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_81.jpg,rolled-in,81
1181,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_82.jpg,rolled-in,82
1182,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_83.jpg,rolled-in,83
1183,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_84.jpg,rolled-in,84
1184,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_85.jpg,rolled-in,85
1185,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_86.jpg,rolled-in,86
1186,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_87.jpg,rolled-in,87
1187,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_88.jpg,rolled-in,88
1188,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_89.jpg,rolled-in,89
1189,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_9.jpg,rolled-in,9
1190,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_90.jpg,rolled-in,90
1191,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_91.jpg,rolled-in,91
1192,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_92.jpg,rolled-in,92
1193,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_93.jpg,rolled-in,93
1194,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_94.jpg,rolled-in,94
1195,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_95.jpg,rolled-in,95
1196,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_96.jpg,rolled-in,96
1197,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_97.jpg,rolled-in,97
1198,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_98.jpg,rolled-in,98
1199,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_99.jpg,rolled-in,99
1200,../NEU-DET/train/images\scratches\scratches_1.jpg,scratches,1
1201,../NEU-DET/train/images\scratches\scratches_10.jpg,scratches,10
1202,../NEU-DET/train/images\scratches\scratches_100.jpg,scratches,100
1203,../NEU-DET/train/images\scratches\scratches_101.jpg,scratches,101
1204,../NEU-DET/train/images\scratches\scratches_102.jpg,scratches,102
1205,../NEU-DET/train/images\scratches\scratches_103.jpg,scratches,103
1206,../NEU-DET/train/images\scratches\scratches_104.jpg,scratches,104
1207,../NEU-DET/train/images\scratches\scratches_105.jpg,scratches,105
1208,../NEU-DET/train/images\scratches\scratches_106.jpg,scratches,106
1209,../NEU-DET/train/images\scratches\scratches_107.jpg,scratches,107
1210,../NEU-DET/train/images\scratches\scratches_108.jpg,scratches,108
1211,../NEU-DET/train/images\scratches\scratches_109.jpg,scratches,109
1212,../NEU-DET/train/images\scratches\scratches_11.jpg,scratches,11
1213,../NEU-DET/train/images\scratches\scratches_110.jpg,scratches,110
1214,../NEU-DET/train/images\scratches\scratches_111.jpg,scratches,111
1215,../NEU-DET/train/images\scratches\scratches_112.jpg,scratches,112
1216,../NEU-DET/train/images\scratches\scratches_113.jpg,scratches,113
1217,../NEU-DET/train/images\scratches\scratches_114.jpg,scratches,114
1218,../NEU-DET/train/images\scratches\scratches_115.jpg,scratches,115
1219,../NEU-DET/train/images\scratches\scratches_116.jpg,scratches,116
1220,../NEU-DET/train/images\scratches\scratches_117.jpg,scratches,117
1221,../NEU-DET/train/images\scratches\scratches_118.jpg,scratches,118
1222,../NEU-DET/train/images\scratches\scratches_119.jpg,scratches,119
1223,../NEU-DET/train/images\scratches\scratches_12.jpg,scratches,12
1224,../NEU-DET/train/images\scratches\scratches_120.jpg,scratches,120
1225,../NEU-DET/train/images\scratches\scratches_121.jpg,scratches,121
1226,../NEU-DET/train/images\scratches\scratches_122.jpg,scratches,122
1227,../NEU-DET/train/images\scratches\scratches_123.jpg,scratches,123
1228,../NEU-DET/train/images\scratches\scratches_124.jpg,scratches,124
1229,../NEU-DET/train/images\scratches\scratches_125.jpg,scratches,125
1230,../NEU-DET/train/images\scratches\scratches_126.jpg,scratches,126
1231,../NEU-DET/train/images\scratches\scratches_127.jpg,scratches,127
1232,../NEU-DET/train/images\scratches\scratches_128.jpg,scratches,128
1233,../NEU-DET/train/images\scratches\scratches_129.jpg,scratches,129
1234,../NEU-DET/train/images\scratches\scratches_13.jpg,scratches,13
1235,../NEU-DET/train/images\scratches\scratches_130.jpg,scratches,130
1236,../NEU-DET/train/images\scratches\scratches_131.jpg,scratches,131
1237,../NEU-DET/train/images\scratches\scratches_132.jpg,scratches,132
1238,../NEU-DET/train/images\scratches\scratches_133.jpg,scratches,133
1239,../NEU-DET/train/images\scratches\scratches_134.jpg,scratches,134
1240,../NEU-DET/train/images\scratches\scratches_135.jpg,scratches,135
1241,../NEU-DET/train/images\scratches\scratches_136.jpg,scratches,136
1242,../NEU-DET/train/images\scratches\scratches_137.jpg,scratches,137
1243,../NEU-DET/train/images\scratches\scratches_138.jpg,scratches,138
1244,../NEU-DET/train/images\scratches\scratches_139.jpg,scratches,139
1245,../NEU-DET/train/images\scratches\scratches_14.jpg,scratches,14
1246,../NEU-DET/train/images\scratches\scratches_140.jpg,scratches,140
1247,../NEU-DET/train/images\scratches\scratches_141.jpg,scratches,141
1248,../NEU-DET/train/images\scratches\scratches_142.jpg,scratches,142
1249,../NEU-DET/train/images\scratches\scratches_143.jpg,scratches,143
1250,../NEU-DET/train/images\scratches\scratches_144.jpg,scratches,144
1251,../NEU-DET/train/images\scratches\scratches_145.jpg,scratches,145
1252,../NEU-DET/train/images\scratches\scratches_146.jpg,scratches,146
1253,../NEU-DET/train/images\scratches\scratches_147.jpg,scratches,147
1254,../NEU-DET/train/images\scratches\scratches_148.jpg,scratches,148
1255,../NEU-DET/train/images\scratches\scratches_149.jpg,scratches,149
1256,../NEU-DET/train/images\scratches\scratches_15.jpg,scratches,15
1257,../NEU-DET/train/images\scratches\scratches_150.jpg,scratches,150
1258,../NEU-DET/train/images\scratches\scratches_151.jpg,scratches,151
1259,../NEU-DET/train/images\scratches\scratches_152.jpg,scratches,152
1260,../NEU-DET/train/images\scratches\scratches_153.jpg,scratches,153
1261,../NEU-DET/train/images\scratches\scratches_154.jpg,scratches,154
1262,../NEU-DET/train/images\scratches\scratches_155.jpg,scratches,155
1263,../NEU-DET/train/images\scratches\scratches_156.jpg,scratches,156
1264,../NEU-DET/train/images\scratches\scratches_157.jpg,scratches,157
1265,../NEU-DET/train/images\scratches\scratches_158.jpg,scratches,158
1266,../NEU-DET/train/images\scratches\scratches_159.jpg,scratches,159
1267,../NEU-DET/train/images\scratches\scratches_16.jpg,scratches,16
1268,../NEU-DET/train/images\scratches\scratches_160.jpg,scratches,160
1269,../NEU-DET/train/images\scratches\scratches_161.jpg,scratches,161
1270,../NEU-DET/train/images\scratches\scratches_162.jpg,scratches,162
1271,../NEU-DET/train/images\scratches\scratches_163.jpg,scratches,163
1272,../NEU-DET/train/images\scratches\scratches_164.jpg,scratches,164
1273,../NEU-DET/train/images\scratches\scratches_165.jpg,scratches,165
1274,../NEU-DET/train/images\scratches\scratches_166.jpg,scratches,166
1275,../NEU-DET/train/images\scratches\scratches_167.jpg,scratches,167
1276,../NEU-DET/train/images\scratches\scratches_168.jpg,scratches,168
1277,../NEU-DET/train/images\scratches\scratches_169.jpg,scratches,169
1278,../NEU-DET/train/images\scratches\scratches_17.jpg,scratches,17
1279,../NEU-DET/train/images\scratches\scratches_170.jpg,scratches,170
1280,../NEU-DET/train/images\scratches\scratches_171.jpg,scratches,171
1281,../NEU-DET/train/images\scratches\scratches_172.jpg,scratches,172
1282,../NEU-DET/train/images\scratches\scratches_173.jpg,scratches,173
1283,../NEU-DET/train/images\scratches\scratches_174.jpg,scratches,174
1284,../NEU-DET/train/images\scratches\scratches_175.jpg,scratches,175
1285,../NEU-DET/train/images\scratches\scratches_176.jpg,scratches,176
1286,../NEU-DET/train/images\scratches\scratches_177.jpg,scratches,177
1287,../NEU-DET/train/images\scratches\scratches_178.jpg,scratches,178
1288,../NEU-DET/train/images\scratches\scratches_179.jpg,scratches,179
1289,../NEU-DET/train/images\scratches\scratches_18.jpg,scratches,18
1290,../NEU-DET/train/images\scratches\scratches_180.jpg,scratches,180
1291,../NEU-DET/train/images\scratches\scratches_181.jpg,scratches,181
1292,../NEU-DET/train/images\scratches\scratches_182.jpg,scratches,182
1293,../NEU-DET/train/images\scratches\scratches_183.jpg,scratches,183
1294,../NEU-DET/train/images\scratches\scratches_184.jpg,scratches,184
1295,../NEU-DET/train/images\scratches\scratches_185.jpg,scratches,185
1296,../NEU-DET/train/images\scratches\scratches_186.jpg,scratches,186
1297,../NEU-DET/train/images\scratches\scratches_187.jpg,scratches,187
1298,../NEU-DET/train/images\scratches\scratches_188.jpg,scratches,188
1299,../NEU-DET/train/images\scratches\scratches_189.jpg,scratches,189
1300,../NEU-DET/train/images\scratches\scratches_19.jpg,scratches,19
1301,../NEU-DET/train/images\scratches\scratches_190.jpg,scratches,190
1302,../NEU-DET/train/images\scratches\scratches_191.jpg,scratches,191
1303,../NEU-DET/train/images\scratches\scratches_192.jpg,scratches,192
1304,../NEU-DET/train/images\scratches\scratches_193.jpg,scratches,193
1305,../NEU-DET/train/images\scratches\scratches_194.jpg,scratches,194
1306,../NEU-DET/train/images\scratches\scratches_195.jpg,scratches,195
1307,../NEU-DET/train/images\scratches\scratches_196.jpg,scratches,196
1308,../NEU-DET/train/images\scratches\scratches_197.jpg,scratches,197
1309,../NEU-DET/train/images\scratches\scratches_198.jpg,scratches,198
1310,../NEU-DET/train/images\scratches\scratches_199.jpg,scratches,199
1311,../NEU-DET/train/images\scratches\scratches_2.jpg,scratches,2
1312,../NEU-DET/train/images\scratches\scratches_20.jpg,scratches,20
1313,../NEU-DET/train/images\scratches\scratches_200.jpg,scratches,200
1314,../NEU-DET/train/images\scratches\scratches_201.jpg,scratches,201
1315,../NEU-DET/train/images\scratches\scratches_202.jpg,scratches,202
1316,../NEU-DET/train/images\scratches\scratches_203.jpg,scratches,203
1317,../NEU-DET/train/images\scratches\scratches_204.jpg,scratches,204
1318,../NEU-DET/train/images\scratches\scratches_205.jpg,scratches,205
1319,../NEU-DET/train/images\scratches\scratches_206.jpg,scratches,206
1320,../NEU-DET/train/images\scratches\scratches_207.jpg,scratches,207
1321,../NEU-DET/train/images\scratches\scratches_208.jpg,scratches,208
1322,../NEU-DET/train/images\scratches\scratches_209.jpg,scratches,209
1323,../NEU-DET/train/images\scratches\scratches_21.jpg,scratches,21
1324,../NEU-DET/train/images\scratches\scratches_210.jpg,scratches,210
1325,../NEU-DET/train/images\scratches\scratches_211.jpg,scratches,211
1326,../NEU-DET/train/images\scratches\scratches_212.jpg,scratches,212
1327,../NEU-DET/train/images\scratches\scratches_213.jpg,scratches,213
1328,../NEU-DET/train/images\scratches\scratches_214.jpg,scratches,214
1329,../NEU-DET/train/images\scratches\scratches_215.jpg,scratches,215
1330,../NEU-DET/train/images\scratches\scratches_216.jpg,scratches,216
1331,../NEU-DET/train/images\scratches\scratches_217.jpg,scratches,217
1332,../NEU-DET/train/images\scratches\scratches_218.jpg,scratches,218
1333,../NEU-DET/train/images\scratches\scratches_219.jpg,scratches,219
1334,../NEU-DET/train/images\scratches\scratches_22.jpg,scratches,22
1335,../NEU-DET/train/images\scratches\scratches_220.jpg,scratches,220
1336,../NEU-DET/train/images\scratches\scratches_221.jpg,scratches,221
1337,../NEU-DET/train/images\scratches\scratches_222.jpg,scratches,222
1338,../NEU-DET/train/images\scratches\scratches_223.jpg,scratches,223
1339,../NEU-DET/train/images\scratches\scratches_224.jpg,scratches,224
1340,../NEU-DET/train/images\scratches\scratches_225.jpg,scratches,225
1341,../NEU-DET/train/images\scratches\scratches_226.jpg,scratches,226
1342,../NEU-DET/train/images\scratches\scratches_227.jpg,scratches,227
1343,../NEU-DET/train/images\scratches\scratches_228.jpg,scratches,228
1344,../NEU-DET/train/images\scratches\scratches_229.jpg,scratches,229
1345,../NEU-DET/train/images\scratches\scratches_23.jpg,scratches,23
1346,../NEU-DET/train/images\scratches\scratches_230.jpg,scratches,230
1347,../NEU-DET/train/images\scratches\scratches_231.jpg,scratches,231
1348,../NEU-DET/train/images\scratches\scratches_232.jpg,scratches,232
1349,../NEU-DET/train/images\scratches\scratches_233.jpg,scratches,233
1350,../NEU-DET/train/images\scratches\scratches_234.jpg,scratches,234
1351,../NEU-DET/train/images\scratches\scratches_235.jpg,scratches,235
1352,../NEU-DET/train/images\scratches\scratches_236.jpg,scratches,236
1353,../NEU-DET/train/images\scratches\scratches_237.jpg,scratches,237
1354,../NEU-DET/train/images\scratches\scratches_238.jpg,scratches,238
1355,../NEU-DET/train/images\scratches\scratches_239.jpg,scratches,239
1356,../NEU-DET/train/images\scratches\scratches_24.jpg,scratches,24
1357,../NEU-DET/train/images\scratches\scratches_240.jpg,scratches,240
1358,../NEU-DET/train/images\scratches\scratches_25.jpg,scratches,25
1359,../NEU-DET/train/images\scratches\scratches_26.jpg,scratches,26
1360,../NEU-DET/train/images\scratches\scratches_27.jpg,scratches,27
1361,../NEU-DET/train/images\scratches\scratches_28.jpg,scratches,28
1362,../NEU-DET/train/images\scratches\scratches_29.jpg,scratches,29
1363,../NEU-DET/train/images\scratches\scratches_3.jpg,scratches,3
1364,../NEU-DET/train/images\scratches\scratches_30.jpg,scratches,30
1365,../NEU-DET/train/images\scratches\scratches_31.jpg,scratches,31
1366,../NEU-DET/train/images\scratches\scratches_32.jpg,scratches,32
1367,../NEU-DET/train/images\scratches\scratches_33.jpg,scratches,33
1368,../NEU-DET/train/images\scratches\scratches_34.jpg,scratches,34
1369,../NEU-DET/train/images\scratches\scratches_35.jpg,scratches,35
1370,../NEU-DET/train/images\scratches\scratches_36.jpg,scratches,36
1371,../NEU-DET/train/images\scratches\scratches_37.jpg,scratches,37
1372,../NEU-DET/train/images\scratches\scratches_38.jpg,scratches,38
1373,../NEU-DET/train/images\scratches\scratches_39.jpg,scratches,39
1374,../NEU-DET/train/images\scratches\scratches_4.jpg,scratches,4
1375,../NEU-DET/train/images\scratches\scratches_40.jpg,scratches,40
1376,../NEU-DET/train/images\scratches\scratches_41.jpg,scratches,41
1377,../NEU-DET/train/images\scratches\scratches_42.jpg,scratches,42
1378,../NEU-DET/train/images\scratches\scratches_43.jpg,scratches,43
1379,../NEU-DET/train/images\scratches\scratches_44.jpg,scratches,44
1380,../NEU-DET/train/images\scratches\scratches_45.jpg,scratches,45
1381,../NEU-DET/train/images\scratches\scratches_46.jpg,scratches,46
1382,../NEU-DET/train/images\scratches\scratches_47.jpg,scratches,47
1383,../NEU-DET/train/images\scratches\scratches_48.jpg,scratches,48
1384,../NEU-DET/train/images\scratches\scratches_49.jpg,scratches,49
1385,../NEU-DET/train/images\scratches\scratches_5.jpg,scratches,5
1386,../NEU-DET/train/images\scratches\scratches_50.jpg,scratches,50
1387,../NEU-DET/train/images\scratches\scratches_51.jpg,scratches,51
1388,../NEU-DET/train/images\scratches\scratches_52.jpg,scratches,52
1389,../NEU-DET/train/images\scratches\scratches_53.jpg,scratches,53
1390,../NEU-DET/train/images\scratches\scratches_54.jpg,scratches,54
1391,../NEU-DET/train/images\scratches\scratches_55.jpg,scratches,55
1392,../NEU-DET/train/images\scratches\scratches_56.jpg,scratches,56
1393,../NEU-DET/train/images\scratches\scratches_57.jpg,scratches,57
1394,../NEU-DET/train/images\scratches\scratches_58.jpg,scratches,58
1395,../NEU-DET/train/images\scratches\scratches_59.jpg,scratches,59
1396,../NEU-DET/train/images\scratches\scratches_6.jpg,scratches,6
1397,../NEU-DET/train/images\scratches\scratches_60.jpg,scratches,60
1398,../NEU-DET/train/images\scratches\scratches_61.jpg,scratches,61
1399,../NEU-DET/train/images\scratches\scratches_62.jpg,scratches,62
1400,../NEU-DET/train/images\scratches\scratches_63.jpg,scratches,63
1401,../NEU-DET/train/images\scratches\scratches_64.jpg,scratches,64
1402,../NEU-DET/train/images\scratches\scratches_65.jpg,scratches,65
1403,../NEU-DET/train/images\scratches\scratches_66.jpg,scratches,66
1404,../NEU-DET/train/images\scratches\scratches_67.jpg,scratches,67
1405,../NEU-DET/train/images\scratches\scratches_68.jpg,scratches,68
1406,../NEU-DET/train/images\scratches\scratches_69.jpg,scratches,69
1407,../NEU-DET/train/images\scratches\scratches_7.jpg,scratches,7
1408,../NEU-DET/train/images\scratches\scratches_70.jpg,scratches,70
1409,../NEU-DET/train/images\scratches\scratches_71.jpg,scratches,71
1410,../NEU-DET/train/images\scratches\scratches_72.jpg,scratches,72
1411,../NEU-DET/train/images\scratches\scratches_73.jpg,scratches,73
1412,../NEU-DET/train/images\scratches\scratches_74.jpg,scratches,74
1413,../NEU-DET/train/images\scratches\scratches_75.jpg,scratches,75
1414,../NEU-DET/train/images\scratches\scratches_76.jpg,scratches,76
1415,../NEU-DET/train/images\scratches\scratches_77.jpg,scratches,77
1416,../NEU-DET/train/images\scratches\scratches_78.jpg,scratches,78
1417,../NEU-DET/train/images\scratches\scratches_79.jpg,scratches,79
1418,../NEU-DET/train/images\scratches\scratches_8.jpg,scratches,8
1419,../NEU-DET/train/images\scratches\scratches_80.jpg,scratches,80
1420,../NEU-DET/train/images\scratches\scratches_81.jpg,scratches,81
1421,../NEU-DET/train/images\scratches\scratches_82.jpg,scratches,82
1422,../NEU-DET/train/images\scratches\scratches_83.jpg,scratches,83
1423,../NEU-DET/train/images\scratches\scratches_84.jpg,scratches,84
1424,../NEU-DET/train/images\scratches\scratches_85.jpg,scratches,85
1425,../NEU-DET/train/images\scratches\scratches_86.jpg,scratches,86
1426,../NEU-DET/train/images\scratches\scratches_87.jpg,scratches,87
1427,../NEU-DET/train/images\scratches\scratches_88.jpg,scratches,88
1428,../NEU-DET/train/images\scratches\scratches_89.jpg,scratches,89
1429,../NEU-DET/train/images\scratches\scratches_9.jpg,scratches,9
1430,../NEU-DET/train/images\scratches\scratches_90.jpg,scratches,90
1431,../NEU-DET/train/images\scratches\scratches_91.jpg,scratches,91
1432,../NEU-DET/train/images\scratches\scratches_92.jpg,scratches,92
1433,../NEU-DET/train/images\scratches\scratches_93.jpg,scratches,93
1434,../NEU-DET/train/images\scratches\scratches_94.jpg,scratches,94
1435,../NEU-DET/train/images\scratches\scratches_95.jpg,scratches,95
1436,../NEU-DET/train/images\scratches\scratches_96.jpg,scratches,96
1437,../NEU-DET/train/images\scratches\scratches_97.jpg,scratches,97
1438,../NEU-DET/train/images\scratches\scratches_98.jpg,scratches,98
1439,../NEU-DET/train/images\scratches\scratches_99.jpg,scratches,99
1440,../NEU-DET/validation/images\crazing\crazing_241.jpg,crazing,241
1441,../NEU-DET/validation/images\crazing\crazing_242.jpg,crazing,242
1442,../NEU-DET/validation/images\crazing\crazing_243.jpg,crazing,243
1443,../NEU-DET/validation/images\crazing\crazing_244.jpg,crazing,244
1444,../NEU-DET/validation/images\crazing\crazing_245.jpg,crazing,245
1445,../NEU-DET/validation/images\crazing\crazing_246.jpg,crazing,246
1446,../NEU-DET/validation/images\crazing\crazing_247.jpg,crazing,247
1447,../NEU-DET/validation/images\crazing\crazing_248.jpg,crazing,248
1448,../NEU-DET/validation/images\crazing\crazing_249.jpg,crazing,249
1449,../NEU-DET/validation/images\crazing\crazing_250.jpg,crazing,250
1450,../NEU-DET/validation/images\crazing\crazing_251.jpg,crazing,251
1451,../NEU-DET/validation/images\crazing\crazing_252.jpg,crazing,252
1452,../NEU-DET/validation/images\crazing\crazing_253.jpg,crazing,253
1453,../NEU-DET/validation/images\crazing\crazing_254.jpg,crazing,254
1454,../NEU-DET/validation/images\crazing\crazing_255.jpg,crazing,255
1455,../NEU-DET/validation/images\crazing\crazing_256.jpg,crazing,256
1456,../NEU-DET/validation/images\crazing\crazing_257.jpg,crazing,257
1457,../NEU-DET/validation/images\crazing\crazing_258.jpg,crazing,258
1458,../NEU-DET/validation/images\crazing\crazing_259.jpg,crazing,259
1459,../NEU-DET/validation/images\crazing\crazing_260.jpg,crazing,260
1460,../NEU-DET/validation/images\crazing\crazing_261.jpg,crazing,261
1461,../NEU-DET/validation/images\crazing\crazing_262.jpg,crazing,262
1462,../NEU-DET/validation/images\crazing\crazing_263.jpg,crazing,263
1463,../NEU-DET/validation/images\crazing\crazing_264.jpg,crazing,264
1464,../NEU-DET/validation/images\crazing\crazing_265.jpg,crazing,265
1465,../NEU-DET/validation/images\crazing\crazing_266.jpg,crazing,266
1466,../NEU-DET/validation/images\crazing\crazing_267.jpg,crazing,267
1467,../NEU-DET/validation/images\crazing\crazing_268.jpg,crazing,268
1468,../NEU-DET/validation/images\crazing\crazing_269.jpg,crazing,269
1469,../NEU-DET/validation/images\crazing\crazing_270.jpg,crazing,270
1470,../NEU-DET/validation/images\crazing\crazing_271.jpg,crazing,271
1471,../NEU-DET/validation/images\crazing\crazing_272.jpg,crazing,272
1472,../NEU-DET/validation/images\crazing\crazing_273.jpg,crazing,273
1473,../NEU-DET/validation/images\crazing\crazing_274.jpg,crazing,274
1474,../NEU-DET/validation/images\crazing\crazing_275.jpg,crazing,275
1475,../NEU-DET/validation/images\crazing\crazing_276.jpg,crazing,276
1476,../NEU-DET/validation/images\crazing\crazing_277.jpg,crazing,277
1477,../NEU-DET/validation/images\crazing\crazing_278.jpg,crazing,278
1478,../NEU-DET/validation/images\crazing\crazing_279.jpg,crazing,279
1479,../NEU-DET/validation/images\crazing\crazing_280.jpg,crazing,280
1480,../NEU-DET/validation/images\crazing\crazing_281.jpg,crazing,281
1481,../NEU-DET/validation/images\crazing\crazing_282.jpg,crazing,282
1482,../NEU-DET/validation/images\crazing\crazing_283.jpg,crazing,283
1483,../NEU-DET/validation/images\crazing\crazing_284.jpg,crazing,284
1484,../NEU-DET/validation/images\crazing\crazing_285.jpg,crazing,285
1485,../NEU-DET/validation/images\crazing\crazing_286.jpg,crazing,286
1486,../NEU-DET/validation/images\crazing\crazing_287.jpg,crazing,287
1487,../NEU-DET/validation/images\crazing\crazing_288.jpg,crazing,288
1488,../NEU-DET/validation/images\crazing\crazing_289.jpg,crazing,289
1489,../NEU-DET/validation/images\crazing\crazing_290.jpg,crazing,290
1490,../NEU-DET/validation/images\crazing\crazing_291.jpg,crazing,291
1491,../NEU-DET/validation/images\crazing\crazing_292.jpg,crazing,292
1492,../NEU-DET/validation/images\crazing\crazing_293.jpg,crazing,293
1493,../NEU-DET/validation/images\crazing\crazing_294.jpg,crazing,294
1494,../NEU-DET/validation/images\crazing\crazing_295.jpg,crazing,295
1495,../NEU-DET/validation/images\crazing\crazing_296.jpg,crazing,296
1496,../NEU-DET/validation/images\crazing\crazing_297.jpg,crazing,297
1497,../NEU-DET/validation/images\crazing\crazing_298.jpg,crazing,298
1498,../NEU-DET/validation/images\crazing\crazing_299.jpg,crazing,299
1499,../NEU-DET/validation/images\crazing\crazing_300.jpg,crazing,300
1500,../NEU-DET/validation/images\inclusion\inclusion_241.jpg,inclusion,241
